TestDay,TestMonth,TestYear,DailyMinMeanThroughputMbps,DailyMinMinRTTDay,DailyMinLossRate,DailyMaxMeanThroughputMbps,DailyMaxMinRTTDay,DailyMaxLossRate,ServerSite
23,7,2020,15.596312959100304,11.42,0.018736993347523979,17.710554282807433,11.948,0.030803459050982938,gru03
23,7,2020,8.3704245803769677,14.583,0.00015002748402648554,37.740498796852769,15.166,0.018791105543376135,gru04
24,7,2020,31.491824964933443,13.407,0.0024424081066398481,34.007231036130037,18.331,0.01047306330684407,gru01
24,7,2020,32.29893196719771,13.297,0.0017540650932322747,32.559536033062912,13.317,0.045149134163067026,gru02
24,7,2020,3.281355943578975,17.488,0.010166445284251995,3.281355943578975,17.488,0.010166445284251995,gru03
24,7,2020,7.967529567722015,12.847,0.0,31.655763783307993,14.898,0.19480485901142355,gru04
25,7,2020,7.7398599283922005,9.93,7.9961489016807654e-05,43.4155996051219,15.505,0.11738727376173216,gru01
25,7,2020,6.1343422513639263,9.431,4.6356681405956665e-05,43.917508255894326,18.198,0.0025556223692122671,gru02
25,7,2020,16.891006793399754,11.0,0.013867379154020974,118.99873261394124,14.443,0.068324438037644625,gru03
25,7,2020,8.5314376844219755,11.198,0.0,36.593406848343591,18.036,0.080113770845554669,gru04
26,7,2020,40.039822238215386,10.788,7.6153668583993928e-05,90.157719726460456,10.901,0.057644844105273541,gru01
26,7,2020,34.1760620317637,11.114,0.00010044454448258398,38.079521391819071,11.967,0.00217212740713699,gru02
26,7,2020,7.6216469460700358,13.915,0.0086376376061147279,46.32203675656924,15.452,0.11566034255451205,gru03
26,7,2020,3.9560515722643013,12.301,0.024752776907742247,87.1999922231499,16.559,0.1820796001345433,gru04
27,7,2020,41.055165651754564,10.304,0.039124261194425164,41.055165651754564,10.304,0.039124261194425164,gru01
27,7,2020,21.666368309040237,11.486,0.00014429698354603265,49.099642039194549,16.979,0.032979323579865057,gru02
27,7,2020,20.835881064719143,22.848,0.0,20.835881064719143,22.848,0.0,gru03
27,7,2020,2.1876364060488145,14.084,0.079730709476954945,2.1876364060488145,14.084,0.079730709476954945,gru04
28,7,2020,0.22884135539111089,202.0,0.051879571355672734,0.22884135539111089,202.0,0.051879571355672734,gru01
28,7,2020,2.6448318468743963,13.185,0.00849197053857112,90.729224284696443,24.093,0.10645075775679097,gru02
28,7,2020,0.90241713475199448,11.086,0.0,50.732435658605738,16.052,0.44833629772323036,gru03
28,7,2020,28.877677127470061,15.717,0.10383293486296533,28.877677127470061,15.717,0.10383293486296533,gru04
28,7,2020,1.5424224441545527,346.668,0.015316656864339969,6.8410011809303253,350.827,0.14360297750414541,nbo01
29,7,2020,1.1202986684835228,13.571,0.00045493807551207093,38.601866415707242,39.856,0.31828930430402419,gru01
29,7,2020,5.0432653745304137,9.719,3.2136776755358275e-05,91.942533112741728,15.013,0.18327391137046614,gru02
29,7,2020,1.8953690688318188,10.153,0.0016653270806469332,62.002349780026869,16.595,0.27967016320779542,gru03
29,7,2020,0.25981061262109478,10.835,0.0013397166893236402,83.7039845932913,18.696,0.25813174162284425,gru04
30,7,2020,1.9417263146779007,10.101,0.0001307902790769817,140.85997924231759,46.572,0.27813508102360607,gru01
30,7,2020,1.9866132396397795,9.0,6.7341555316352734e-05,148.70835938225139,19.0,0.25709811443498437,gru02
30,7,2020,0.0,0.0,0.0,78.011393842764974,27.208,0.18644819722379063,gru03
30,7,2020,0.60199836812308782,9.828,0.0,46.258728680037265,19.497,0.32364015060482254,gru04
30,7,2020,1.8302223466123086,346.68,0.0055907329366171833,16.214205301013209,348.864,0.2907707444888693,nbo01
31,7,2020,0.62072218258177225,10.999,0.00074589335563631073,59.087296428942182,69.049,0.41598668015874724,gru01
31,7,2020,0.82689181393885358,10.429,0.0004463576837912146,162.46375605349706,44.994,0.19180758156626315,gru02
31,7,2020,0.8676123223746649,10.443,0.00012288181052461783,176.00022719809152,27.357,0.20564287227514264,gru03
31,7,2020,1.6107504706836153,11.007,0.0,173.42895621211568,19.444,0.11645213466331128,gru04
31,7,2020,1.3015798712081261,345.683,0.06723851940472847,28.282008448820122,348.564,0.18707727160100526,nbo01
1,8,2020,5.39378659681198,10.724,0.00066676506081626624,67.047483086897145,61.541,0.12605210409368639,gru01
1,8,2020,16.168686344353553,9.246,3.7220083881011064e-05,56.573885780885114,13.489,0.10571376939526536,gru02
1,8,2020,2.8552024719251548,11.0,0.0,90.900863607624089,21.749,0.11943303216154731,gru03
1,8,2020,8.240372641218368,12.195,0.0,79.7353635259691,15.948,0.13217914214513526,gru04
1,8,2020,6.7394358336192886,346.252,0.011745180289509435,20.212846690939024,349.465,0.27869952865131892,nbo01
2,8,2020,5.6929337424544046,10.224,5.8995853697657312e-05,81.304695727970739,21.232,0.084136735860882078,gru01
2,8,2020,2.1773347281217568,9.714,2.4457016879684157e-05,199.77416711504696,17.064,0.11565934098870781,gru02
2,8,2020,0.0,0.0,0.0,189.98736654149474,15.333,0.11904218732497844,gru03
2,8,2020,2.4997539590399183,12.656,0.0,196.29269022429611,16.504,0.11292840160021242,gru04
2,8,2020,0.6017369976635728,348.938,0.001750617865128869,0.6017369976635728,348.938,0.001750617865128869,nbo01
3,8,2020,9.1265724337954452,10.781,0.0051064077601459586,170.18136451231197,15.0,0.12530919109136943,gru01
3,8,2020,9.812882264642953,9.467,0.000327992021755757,77.476746859587038,17.729,0.25971386766379451,gru02
3,8,2020,2.0830841353269172,10.442,0.000845577009292156,93.6615180867148,15.85,0.10644602279967129,gru03
3,8,2020,0.17588202719679216,11.343,0.0005321867665108172,203.30119154009233,113.05,0.11337590911731167,gru04
4,8,2020,3.8732781939726513,13.118,0.0016625363732630698,290.51431700397455,17.318,0.11363554053135891,gru01
4,8,2020,0.12366788805196031,9.565,0.0,92.090330496817728,54.046,0.15266233766233767,gru02
4,8,2020,0.2834237638844429,11.061,0.0,121.18952647456264,193.175,0.091354713796662212,gru03
4,8,2020,0.2863093132354072,11.796,0.0,96.132017541754465,126.347,0.17345118535280257,gru04
4,8,2020,3.8903768438492623,348.107,0.0,15.694071078079965,363.386,0.14226074303289532,nbo01
5,8,2020,10.444126092205261,11.344,0.0017241017264226326,139.09821567677264,69.073,0.18536856965847268,gru01
5,8,2020,14.307109606407112,10.692,0.0024569716239591722,134.34858199652282,18.915,0.15286927947086812,gru02
5,8,2020,7.7667841512569415,10.705,3.6730874616200619e-05,164.44593092842794,15.744,0.20762439849426537,gru03
5,8,2020,1.9466733741669069,11.999,0.024849897249445075,159.76886992963779,27.01,0.24806370310084297,gru04
5,8,2020,0.25612644581010707,350.511,0.016315986267378225,0.25612644581010707,350.511,0.016315986267378225,nbo01
6,8,2020,10.204714224015353,10.363,0.00039674072493532127,137.86623392363504,63.809,0.15449379866200807,gru01
6,8,2020,19.597292547886756,9.659,0.00023294545531079368,148.10770455580359,16.764,0.08522656952991442,gru02
6,8,2020,1.8990352435897577,10.836,0.0,126.63352813157786,16.697,0.15231510657723304,gru03
6,8,2020,7.9950566082458936,11.335,0.0,204.36890860767403,18.333,0.13717976927151443,gru04
7,8,2020,0.54250868446040534,9.503,7.4216904913649312e-05,91.323736928310439,16.913,0.51991651337201072,gru01
7,8,2020,1.0238749959876,10.181,0.00010698134114822822,153.54193231937225,22.47,0.46835345537567619,gru02
7,8,2020,3.1031096829855676,10.809,0.0,154.74846911403759,23.801,0.1541437096494406,gru03
7,8,2020,1.238771944955845,9.135,0.00011690383627961564,92.582157547428011,21.399,0.3675391079835974,gru04
8,8,2020,4.1542632863974474,10.227,0.0015950689993648594,173.24741682585167,17.527,0.15138158647535635,gru01
8,8,2020,0.44488874885682655,11.732,0.0044009774492325864,45.68287684225821,24.273,0.15763844752159537,gru02
8,8,2020,0.17734769726687008,11.668,0.0069226911129710448,168.5687940276627,20.188,0.3015527396037837,gru03
8,8,2020,0.1553060923792495,10.719,0.0,87.075628166398047,21.618,0.12330207698958785,gru04
9,8,2020,22.137266859888094,11.493,0.0028543360768342818,34.801120313726244,16.99,0.076471753734238673,gru01
9,8,2020,5.65029489901355,11.739,0.0,49.284672677350059,22.329,0.18354877670077133,gru02
9,8,2020,8.06651432201095,11.443,0.030408633678056362,54.812154888390332,22.926,0.093583094042488185,gru03
9,8,2020,25.642856012610974,12.521,0.00309049756649205,36.778126018112985,15.905,0.20212994876944582,gru04
10,8,2020,0.0974730141078499,9.782,0.0,74.051648196299041,225.0,0.22358187701082982,gru01
10,8,2020,0.1250320096229578,8.685,0.0,79.52470176162366,621.512,0.3725928290243643,gru02
10,8,2020,0.3417832295807619,11.551,0.0031183616473413481,82.155069619880379,253.0,0.18781883340938338,gru03
10,8,2020,0.47492751098912034,9.646,0.0013617700652805245,66.804553778238741,24.21,0.29345237865891954,gru04
11,8,2020,7.9031564395975735,10.723,0.00096098828116795933,70.216362129817284,16.962,0.14549926996245496,gru01
11,8,2020,0.14738330154850057,9.968,0.0,60.434886497487639,167.657,0.20403595177495362,gru02
11,8,2020,4.8927232364419364,9.641,0.00063162540636368025,53.844048065700349,25.0,0.22921738685647453,gru03
11,8,2020,4.652096648081061,10.765,0.00028137343834742,58.533590044489671,17.132,0.096611097722131181,gru04
12,8,2020,0.4608379784592942,13.458,0.00075396182275555427,40.220603420603418,203.718,0.22518809519633806,gru01
12,8,2020,7.3881765224088989,8.91,0.00047041759361800132,53.135804324034538,20.469,0.12759496409997909,gru02
12,8,2020,0.35494032221484,11.813,0.00025435399535622276,139.79352334713306,221.334,0.18296733886722488,gru03
12,8,2020,6.77523120307654,9.003,0.0,91.4009828405897,17.011,0.084089333658312171,gru04
13,8,2020,0.80734684947288082,11.0,0.0025420870123515887,41.629040448333043,204.0,0.1113814056388325,gru01
13,8,2020,1.7846730087467266,10.059,0.0,58.62637474088627,130.913,0.13990139685299396,gru02
13,8,2020,0.0,0.0,0.0,159.94261108720576,215.545,0.096840399544175282,gru03
13,8,2020,0.10766752580722914,11.052,0.00054502690335617686,154.03460186307677,267.908,0.14790434033782168,gru04
14,8,2020,19.343762110381,21.923,0.0092865935044051315,48.125496700322032,23.303,0.022297286819960512,fln01
14,8,2020,0.17532368112151966,9.971,0.0002621374234963193,64.839984747282159,202.849,0.22551424649397811,gru01
14,8,2020,0.46610555741241533,8.737,0.0,92.82380836451,213.326,0.41523511161913967,gru02
14,8,2020,0.24657199973721011,10.337,0.0,77.554219015637514,408.886,0.4523412433013605,gru03
14,8,2020,0.0,0.0,0.0,124.30425297472088,24.268,0.22122558470261433,gru04
14,8,2020,3.8426147094474445,346.682,0.0014127379098127113,15.855842767673582,349.279,0.3957193288260113,nbo01
15,8,2020,0.21872008125411058,9.876,0.000489769124275314,64.042328931305676,356.444,0.28955813379412493,gru01
15,8,2020,0.0,0.0,0.0,83.676231736870534,105.443,0.20523079976420894,gru02
15,8,2020,3.162333732390322,9.849,0.0,44.91248796667842,216.0,0.25310320407451325,gru03
15,8,2020,3.5185582473429569,11.018,9.1905494378189816e-05,71.873383780529679,220.376,0.15557729948947835,gru04
16,8,2020,3.2854848351980155,11.953,0.0,78.640668129251893,202.0,0.2335913982570352,gru01
16,8,2020,0.052732935773929616,10.0,0.0038727420897282172,141.25697595476973,72.166,0.32334878371250336,gru02
16,8,2020,0.0,0.0,0.0,89.93208936433102,213.471,0.41618471967600273,gru03
16,8,2020,0.0,0.0,0.0,93.734639705978921,18.0,0.36373053126221261,gru04
16,8,2020,0.10778344847957727,347.344,0.0,13.785027405769792,348.501,0.26846971770799849,nbo01
17,8,2020,0.0,0.0,0.0,80.962901475411485,206.523,0.45963588186257,gru01
17,8,2020,0.062629772176845289,8.409,0.00017302217177592475,85.85460174477906,54.751,0.477771432501039,gru02
17,8,2020,0.0,0.0,0.0,51.398144089667468,213.833,0.35238293656241931,gru03
17,8,2020,0.0,0.0,0.0,94.154429532161046,22.485,0.50224716484642429,gru04
17,8,2020,5.798157633344295,347.534,0.12602643000188699,19.118143876759429,349.022,0.39094132959391703,nbo01
18,8,2020,0.0,0.0,0.0,35.534193846965529,316.19,0.50627126723982052,gru01
18,8,2020,0.0,0.0,0.0,91.179976819504418,33.06,0.44220499306941252,gru02
18,8,2020,0.0,0.0,0.0,86.035410495469733,218.577,0.44432591012134953,gru03
18,8,2020,0.0,0.0,0.0,65.8975647261429,22.561,0.57541263517359131,gru04
18,8,2020,0.86648628944536632,347.423,0.023744633190218405,18.877199950284229,350.097,0.2231919750934355,nbo01
19,8,2020,0.27482764246837565,10.684,0.0,87.786287680799447,212.707,0.40800777768775826,gru01
19,8,2020,0.0,0.0,0.0,151.07115937685711,20.113,0.43924321258330878,gru02
19,8,2020,0.23680224253578061,8.4,0.0,88.870994932170476,212.151,0.50601099696420915,gru03
19,8,2020,0.24166485661036249,9.215,6.7276299238194849e-05,92.590044223716973,122.225,0.43561181882754363,gru04
19,8,2020,6.4596406965165807,346.362,0.0077260724743566881,12.408039879938627,515.935,0.15522934757951881,nbo01
20,8,2020,0.0,0.0,0.0,70.185801033040107,222.764,0.376164422276538,gru01
20,8,2020,0.974142379514954,10.0,0.0,90.825400566896292,33.751,0.29018985392455926,gru02
20,8,2020,0.0,0.0,0.0,88.476948782817288,220.698,0.29440843363056096,gru03
20,8,2020,0.22520533146933133,9.413,0.0,83.610889056683092,225.489,0.44294321159915379,gru04
20,8,2020,13.174489525379055,348.082,0.070964293255302777,18.523071581820481,350.0,0.12868185744291397,nbo01
21,8,2020,0.0,0.0,0.0,137.57228883209766,141.689,0.48686030428769017,gru01
21,8,2020,0.0,0.0,0.0,90.537526861043176,55.316,0.43107185182015556,gru02
21,8,2020,0.19565576765487369,10.673,0.0,84.518383223155766,143.299,0.23410493759041165,gru03
21,8,2020,0.30258085315912714,10.122,0.0,199.31476644119545,21.617,0.45781720835491857,gru04
21,8,2020,3.6452170435747977,348.0,0.0,26.603397184365246,349.723,0.095061261942030545,nbo01
22,8,2020,0.63734711613175377,11.475,0.0,94.107997957615936,120.399,0.29707587102930083,gru01
22,8,2020,1.498480019455751,10.0,0.0,142.2016751059291,120.001,0.16055516318704521,gru02
22,8,2020,2.8042351244676809,11.385,0.0,81.579143798880352,124.797,0.2036690204187315,gru03
22,8,2020,0.32757739755784943,9.405,0.0,216.63291510733188,23.218,0.37208811862456542,gru04
22,8,2020,0.26268814774158139,410.527,0.10108982105475653,1.3336318859847078,430.627,0.20516758970808815,los02
23,8,2020,7.7977777173243012,11.761,0.0020968239284613012,159.55587452921858,122.197,0.15489852522584693,gru01
23,8,2020,1.3903465864597173,8.554,0.00015420867603712832,78.138061420142037,29.0,0.40034836600002183,gru02
23,8,2020,0.85230251440457361,10.292,0.0011464082789784547,70.4395503539803,121.848,0.42186634530776457,gru03
23,8,2020,2.3910222705242803,10.586,8.7717385305559242e-05,92.946762748358125,17.422,0.0738918591556627,gru04
23,8,2020,0.28057710907781824,349.255,0.0,0.71462973789984907,372.092,0.14933253151627437,los02
24,8,2020,0.0,0.0,0.0,74.755541253517833,135.973,0.21231433783436687,gru01
24,8,2020,2.1358218455143132,9.594,0.0,84.825129271446983,19.222,0.11071771468071301,gru02
24,8,2020,1.0978183098188754,10.273,0.00021511123068467783,58.822291093620272,142.263,0.19581599184051821,gru03
24,8,2020,0.17810731605433031,10.471,8.3086199970712119e-05,87.252272551349947,36.273,0.23202344611327486,gru04
24,8,2020,5.997683419690933,334.81,0.00044942292585654724,7.6811593222236541,346.0,0.020655774763113206,los02
25,8,2020,0.0,0.0,0.0,182.5293031950622,151.296,0.37035342155457335,gru01
25,8,2020,0.69518254227696674,7.96,0.00036793535375834467,92.360667019528847,45.533,0.1740771673343002,gru02
25,8,2020,1.5848276879578671,9.654,6.48619996232281e-05,116.42660193122339,123.239,0.34044677768541481,gru03
25,8,2020,0.0,0.0,0.0,87.902886134126263,19.078,0.17897038075237826,gru04
26,8,2020,0.086503622721029322,10.386,0.0,50.564472674480349,899.011,0.38477309906755075,gru01
26,8,2020,0.35793925747304095,8.356,0.0025076068694747928,75.335569590092121,33.209,0.244694071637594,gru02
26,8,2020,0.12205759222748157,8.981,0.0,62.557417605700259,185.487,0.3225576348793347,gru03
26,8,2020,2.9502463364121545,10.0,0.0,301.57644736031591,17.845,0.16123484790536147,gru04
27,8,2020,0.47572102134097261,9.7,0.0,75.287735426908029,140.767,0.29104555829439349,gru01
27,8,2020,0.93935648949702022,9.361,4.0543633285489317e-05,196.03760306979672,40.339,0.30152994445105491,gru02
27,8,2020,0.0,0.0,0.0,86.057083166376856,144.839,0.344885847151527,gru03
27,8,2020,0.47846612748132444,9.752,0.0022578565510864273,93.109598043313483,27.0,0.3194265512682945,gru04
28,8,2020,0.61079794615454075,10.628,0.0,70.2621148477986,427.017,0.31845825883200274,gru01
28,8,2020,0.18015639624721907,9.118,0.0,90.018189605371219,36.288,0.20933926839491496,gru02
28,8,2020,0.32707085606429709,9.292,0.0,70.412393556622547,147.169,0.32893489800484044,gru03
28,8,2020,2.122633053364352,8.754,8.8377372867478129e-05,93.619903238977287,69.0,0.29670998019248629,gru04
29,8,2020,0.41925315184687795,12.61,0.0010540032593796031,78.5305405717296,145.064,0.24086369022454129,gru01
29,8,2020,3.0485253301613446,11.533,0.00072495179094021138,82.144131838022432,21.212,0.23323893289585815,gru02
29,8,2020,1.1046026307230328,9.311,0.0,88.104644206119346,137.514,0.41454869751413664,gru03
29,8,2020,0.27905195803026545,9.876,0.0,79.1811499828805,17.077,0.440768,gru04
30,8,2020,0.0,0.0,0.0,50.361881689319951,120.574,0.25188242455777865,gru01
30,8,2020,3.9399241226601327,10.259,0.00048491546171286812,82.2244786905533,19.085,0.19132223224344388,gru02
30,8,2020,1.7458130314739138,11.008,0.0032306079927323086,71.707100292048139,138.158,0.18188599765646485,gru03
30,8,2020,1.0976703056323975,10.981,0.0,84.4977636727168,24.035,0.18376098085846643,gru04
31,8,2020,0.0,0.0,0.0,80.977460589331045,125.526,0.11663980523763864,gru01
31,8,2020,0.87473480348880739,9.734,3.0368791005776397e-05,86.441051619039058,89.905,0.076263907214240076,gru02
31,8,2020,0.86903704999377962,10.362,0.0,78.701613855923384,135.146,0.34804417773616014,gru03
31,8,2020,0.36416434073817117,9.883,0.0,91.238345180302531,31.19,0.11705409961765856,gru04
1,9,2020,0.54337520024145058,11.783,0.0,55.530489117668616,137.468,0.36064760361906911,gru01
1,9,2020,2.6824555154453704,9.256,0.0,82.055069114385816,23.0,0.23412034728579414,gru02
1,9,2020,0.20480294483177061,8.003,0.0,88.021415009406411,138.0,0.28345550017878074,gru03
1,9,2020,2.7454236129840122,7.657,0.0,269.90855231655013,31.312,0.11708815868502941,gru04
2,9,2020,8.2959157914982118,11.662,0.0,90.090194789884066,145.046,0.13649906789439334,gru01
2,9,2020,0.25140787385450264,8.659,0.0,91.885690149194147,48.454,0.27015657435800972,gru02
2,9,2020,0.0,0.0,0.0,53.708408299100412,159.199,0.298410142909388,gru03
2,9,2020,0.46364817199273811,7.855,0.0,92.102993042164712,18.52,0.19224589591337757,gru04
3,9,2020,0.43760040418831059,10.349,0.0,86.742575305929165,147.689,0.42796876429856939,gru01
3,9,2020,0.22891637030790712,10.193,0.0030479433247295293,91.30569268922487,159.564,0.19883021568438286,gru02
3,9,2020,0.11494975753089634,8.726,0.0,89.643126418547325,239.813,0.27874782296816925,gru03
3,9,2020,1.1234960843668576,9.735,0.0016181918476000402,148.94853023962114,22.087,0.16057177831743963,gru04
4,9,2020,6.7325113214271939,13.514,0.0,58.435755709423667,148.013,0.28146439966239167,gru01
4,9,2020,7.6914408662691907,9.119,0.00072027622593264515,166.13105174257149,19.186,0.15133680320327639,gru02
4,9,2020,3.0731670439304661,10.159,0.0,69.360522690970384,118.795,0.1697021140597387,gru03
4,9,2020,11.73464584221159,9.595,0.00011737444222481447,54.520924564647196,17.438,0.17961149911662125,gru04
5,9,2020,5.3195005185424122,11.772,0.0,79.517449543546036,148.484,0.21565678888293355,gru01
5,9,2020,0.85676964254845611,10.969,2.8421867720428945e-05,76.486364347265052,20.447,0.28512554334357137,gru02
5,9,2020,0.81464729481762588,10.673,0.0,68.614523376673432,137.724,0.3057599221545757,gru03
5,9,2020,2.531417335678829,9.041,0.0,87.592984770417317,22.771,0.33926231858285033,gru04
6,9,2020,0.12153013417587487,11.65,0.0,46.473466787798,156.173,0.32992939492415196,gru01
6,9,2020,0.13869844441931681,8.663,0.0,41.370579832144081,61.391,0.50565824099938406,gru02
6,9,2020,0.21427079536565688,10.275,0.0,207.48176736199096,412.258,0.3713983628608723,gru03
6,9,2020,0.5777175034019052,10.678,5.2377845044510255e-05,63.710639341244352,30.037,0.16956643575350974,gru04
7,9,2020,0.3143833160797071,12.82,0.00020299182659380569,93.467938414203545,163.371,0.31540904527785124,gru01
7,9,2020,0.27499666136531947,9.743,0.0,74.372099291628331,21.95,0.14542658163259303,gru02
7,9,2020,0.48329200712003473,11.1,0.0,80.517961444494674,147.107,0.17003398210219778,gru03
7,9,2020,0.59857751241890489,9.125,0.0,92.986276953698123,116.3,0.14556437067894518,gru04
8,9,2020,0.039069422595603455,10.745,0.0,64.320657288403353,174.392,0.48459186967171092,gru01
8,9,2020,0.055577482024323145,11.054,0.0002181753630760346,154.06227968307863,28.662,0.5443714780139326,gru02
8,9,2020,3.1629052508561908,8.684,0.0,69.22104149064775,137.064,0.34862025371440158,gru03
8,9,2020,0.0,0.0,0.0,91.77998160473652,158.212,0.25399909781741214,gru04
9,9,2020,0.98170258031924718,11.092,0.0,75.701612949352253,170.0,0.27805056743668083,gru01
9,9,2020,0.57188356365102255,10.328,0.0,84.526228894919328,19.83,0.099345588082992861,gru02
9,9,2020,0.15419620844573728,9.92,5.2953097278867117e-05,84.716436225133108,137.31,0.14793406965813558,gru03
9,9,2020,0.56296210100901478,8.973,0.0,433.86547245201967,22.278,0.22210410319569585,gru04
10,9,2020,0.0,0.0,0.0,85.0727466162882,38.0,0.2838634685392073,gru01
10,9,2020,0.044674686241108229,9.796,0.0,80.551751392757311,20.308,0.512937595129376,gru02
10,9,2020,0.0,0.0,0.0,86.063924412840237,228.243,0.2524675037246632,gru03
10,9,2020,0.4691852311550378,10.303,0.0,79.253316722159013,64.26,0.22563293981458382,gru04
11,9,2020,0.0,0.0,0.0,90.45588489096987,147.668,0.41559559981464467,gru01
