TestDay,TestMonth,TestYear,DailyAverageMeanThroughputMbps,DailyAverageMinRTTDay,DailyAverageLossRate,ServerSite
17,8,2020,23.948210442535597,122.66924242424246,0.088269525262335585,gru01
17,8,2020,30.724511373910513,17.373526315789476,0.12623407736182665,gru02
17,8,2020,17.510988482722887,79.75454545454545,0.12629919937966017,gru03
17,8,2020,28.833738851794251,13.102125,0.098484898473098131,gru04
17,8,2020,10.741965563901875,348.24825,0.26488946707042871,nbo01
18,8,2020,8.4417218585960221,96.982611111111112,0.1147716535668149,gru01
18,8,2020,24.803981719313036,14.830027027027029,0.1027445060960042,gru02
18,8,2020,22.732790158705779,111.08478048780488,0.06995734298064632,gru03
18,8,2020,23.281353716318,13.429543478260866,0.075846542314917331,gru04
18,8,2020,9.92106617158602,348.9898,0.14976320630340514,nbo01
19,8,2020,24.309676756421592,88.490368421052622,0.090961665510708431,gru01
19,8,2020,27.912646445267402,12.620363636363631,0.088479867877103588,gru02
19,8,2020,22.587367912293665,60.311488372093045,0.10702011328625258,gru03
19,8,2020,27.357319942723624,16.353828571428576,0.10433296405864302,gru04
19,8,2020,9.81842106535537,436.95349999999996,0.066652373670582368,nbo01
20,8,2020,16.467698893985144,87.812104166666657,0.11110339979533075,gru01
20,8,2020,24.219837430139979,15.539777777777779,0.0708825138640519,gru02
20,8,2020,17.413074898846038,70.390854166666657,0.075564271078001732,gru03
20,8,2020,21.481305639436158,21.87221951219512,0.10275551519228103,gru04
20,8,2020,15.848780553599768,349.041,0.099823075349108364,nbo01
21,8,2020,33.68555574608073,55.559694444444446,0.099693601940904139,gru01
21,8,2020,35.668858615594445,19.378600000000002,0.064944919122917971,gru02
21,8,2020,29.05755686673319,71.85472,0.050219332498012033,gru03
21,8,2020,46.78720676944527,14.678933333333333,0.086329988129349236,gru04
21,8,2020,12.417145329044754,348.78566666666666,0.0356693103596645,nbo01
22,8,2020,31.218998482463597,62.37166666666667,0.050991346329862783,gru01
22,8,2020,32.330973360233379,18.215586206896553,0.036391769394257784,gru02
22,8,2020,17.937172577209921,72.361607142857139,0.046386269805165553,gru03
22,8,2020,42.347260768282524,13.422451612903226,0.04816405726270314,gru04
22,8,2020,0.821222197340127,421.21999999999997,0.13929097059196632,los02
23,8,2020,38.031740087509363,71.102849999999989,0.051864157215371742,gru01
23,8,2020,36.932820125552247,14.6608,0.068270579676045232,gru02
23,8,2020,35.340070176267304,87.658222222222221,0.088208405344959717,gru03
23,8,2020,39.848080745258194,13.017684210526317,0.024574265919584629,gru04
23,8,2020,0.53107278950802228,358.2685,0.038872596369765131,los02
24,8,2020,27.332156897533771,82.711565217391311,0.063942510362597654,gru01
24,8,2020,32.780064910137938,13.368285714285715,0.020036216940004837,gru02
24,8,2020,22.754285300241868,63.819133333333326,0.058318586709424226,gru03
24,8,2020,37.286350879058396,15.4845,0.052538773681800682,gru04
24,8,2020,6.9699665256437182,341.119,0.0093245164612207141,los02
25,8,2020,29.139562300556406,62.446812500000007,0.074330361720533616,gru01
25,8,2020,38.406642527048987,16.300225806451618,0.049838805005937487,gru02
25,8,2020,42.149251211432926,77.305652173913046,0.07950606090752757,gru03
25,8,2020,35.050614465618949,12.650083333333336,0.050483462361105923,gru04
26,8,2020,23.948087584557136,108.00589189189189,0.052446976814585752,gru01
26,8,2020,28.435638165461771,17.056393939393942,0.059126138165971148,gru02
26,8,2020,24.761125598624332,74.173085714285719,0.061937738431421654,gru03
26,8,2020,65.395746283223176,13.704529411764707,0.043019751298667121,gru04
27,8,2020,32.852844657523569,105.97917241379311,0.098145014658295129,gru01
27,8,2020,52.693362139087192,15.928656250000001,0.065363620569221847,gru02
27,8,2020,36.9099171176169,64.097928571428582,0.09389491859837007,gru03
27,8,2020,32.493558098506213,15.618999999999998,0.0759510994795901,gru04
28,8,2020,26.949684800685556,96.058269230769227,0.0817399556167927,gru01
28,8,2020,38.13168958440675,13.870222222222221,0.059806956789479532,gru02
28,8,2020,24.289099127909623,99.472360000000023,0.11257504782469459,gru03
28,8,2020,41.946570695908626,17.676333333333332,0.06317169495055816,gru04
29,8,2020,22.967141755206288,88.152153846153851,0.07607157219089844,gru01
29,8,2020,25.249190789563386,14.45911111111111,0.041638032968383129,gru02
29,8,2020,28.297137605003392,91.053928571428571,0.079525069460388592,gru03
29,8,2020,33.974377454257883,13.368875000000001,0.045249510674223489,gru04
30,8,2020,20.013714368641441,74.413533333333334,0.0495983066725618,gru01
30,8,2020,36.743475844225351,13.902533333333334,0.0412272086598253,gru02
30,8,2020,26.568898561749414,79.186583333333331,0.065611339432289528,gru03
30,8,2020,29.239953580455651,15.217130434782609,0.041387271718451628,gru04
31,8,2020,22.5717036690891,66.312049999999985,0.044028715367170575,gru01
31,8,2020,32.563780862230658,19.076124999999998,0.027139662338492954,gru02
31,8,2020,22.015056264609303,78.007047619047611,0.050041807418215178,gru03
31,8,2020,28.071468346376502,14.544178571428573,0.027565619092799552,gru04
1,9,2020,23.669186129592553,66.691709677419354,0.057658664718796347,gru01
1,9,2020,33.22650757724761,13.787545454545455,0.043918604763195153,gru02
1,9,2020,32.430708795226629,59.870962962962977,0.048720658979374637,gru03
1,9,2020,42.25578728359006,13.540666666666667,0.030804195859854017,gru04
2,9,2020,30.117081281409543,58.86377777777777,0.04691938531287939,gru01
2,9,2020,27.082652317259317,16.866142857142862,0.0605144475698434,gru02
2,9,2020,20.038891874031393,67.5625625,0.081297380675908373,gru03
2,9,2020,39.949824635067735,14.003884615384614,0.036750704190066839,gru04
3,9,2020,22.808025608442716,71.94710344827584,0.11715533232943524,gru01
3,9,2020,24.558104199417837,23.825272727272733,0.053933670998113956,gru02
3,9,2020,23.497838775247885,93.350566666666637,0.077644331062488622,gru03
3,9,2020,39.406219174614,14.563333333333333,0.04879363758723404,gru04
4,9,2020,24.561630960653286,126.08975,0.094692109616909478,gru01
4,9,2020,35.403321764436633,14.118277777777777,0.0388963656722044,gru02
4,9,2020,28.684873067102103,35.055777777777784,0.048820068815786273,gru03
4,9,2020,29.542320959973182,13.846,0.041884527907966485,gru04
5,9,2020,29.950280926536436,97.57037037037037,0.051125372877392695,gru01
5,9,2020,30.9552655009615,15.812666666666667,0.029706543274680648,gru02
5,9,2020,28.274195219910187,61.307703703703709,0.037779898024755218,gru03
5,9,2020,29.475063213245608,13.874347826086957,0.045099069202112055,gru04
6,9,2020,13.679329190629636,93.555041666666668,0.062719287346507557,gru01
6,9,2020,13.89717397336198,19.348777777777777,0.10542466401466542,gru02
6,9,2020,25.506208932124309,78.519421052631586,0.048543772509404282,gru03
6,9,2020,28.325142860172317,15.140312500000002,0.051532704456594684,gru04
7,9,2020,24.1957647893818,102.84858620689654,0.065649320126676541,gru01
7,9,2020,25.544975281059511,16.766160000000003,0.050180922481269256,gru02
7,9,2020,19.929330415834709,90.631291666666684,0.052692792534555909,gru03
7,9,2020,22.89168810511276,19.081620689655178,0.034647338925736064,gru04
8,9,2020,15.668314952424506,130.69287500000004,0.0802680673565153,gru01
8,9,2020,28.772959636604487,16.339777777777776,0.064292330265305689,gru02
8,9,2020,22.773630492925058,102.14476190476191,0.06875941006922949,gru03
8,9,2020,27.629484331999834,25.407487179487173,0.023607583653593073,gru04
9,9,2020,28.567302427902959,39.182655172413789,0.048480829142663294,gru01
9,9,2020,37.232672543084462,14.519350000000003,0.034564556514062178,gru02
9,9,2020,27.92965876950035,38.282964285714279,0.032950160454113052,gru03
9,9,2020,58.605224297516891,14.610571428571427,0.039610832625365341,gru04
10,9,2020,27.888995152177433,15.090416666666666,0.058297914821263452,gru01
10,9,2020,31.061972288343924,15.358666666666668,0.06451966759379496,gru02
10,9,2020,32.403326036414562,19.988093023255814,0.051048673290102944,gru03
10,9,2020,26.421819548693428,15.496027777777778,0.041166122018647291,gru04
11,9,2020,29.991901560461148,32.18429166666666,0.063371201941314875,gru01
11,9,2020,28.761056807698935,68.955574468085089,0.050443025532134693,gru02
11,9,2020,30.19898587406016,51.69839130434783,0.071060023719498919,gru03
11,9,2020,31.139674319002442,13.294870370370372,0.048140561359971357,gru04
12,9,2020,27.322928562554033,61.586500000000008,0.062980869377554871,gru01
12,9,2020,33.606895847622873,14.783999999999997,0.049614128931374284,gru02
12,9,2020,28.860195666501458,14.978399999999999,0.020793260701138412,gru03
12,9,2020,22.329380470869197,20.63521212121212,0.0659739700584187,gru04
13,9,2020,26.281760532377771,73.111560000000011,0.024812783787422139,gru01
13,9,2020,36.713421089570588,14.891516129032258,0.025206488679136777,gru02
13,9,2020,31.852274863164478,36.880999999999993,0.033639619085027404,gru03
13,9,2020,28.389059830548049,46.72576,0.045138005986388473,gru04
14,9,2020,37.085585473963008,13.150233333333334,0.055405282513267345,gru01
14,9,2020,43.379782295877519,31.475542857142855,0.044368196367663273,gru02
14,9,2020,37.491736218411383,12.822214285714285,0.037327156836838,gru03
14,9,2020,36.812154647709207,18.899685714285713,0.050562953549649285,gru04
15,9,2020,29.72374613633994,12.379525000000001,0.034336975185741712,gru01
15,9,2020,20.779731900731097,80.748499999999979,0.089810757552915885,gru02
15,9,2020,31.322375993523636,16.329,0.037350554712046312,gru03
15,9,2020,19.033125486176257,78.001034482758584,0.066328865270981724,gru04
16,9,2020,25.637522042249341,12.123864864864867,0.069121197500645673,gru01
16,9,2020,16.800472936133485,87.9887380952381,0.093847021754550064,gru02
16,9,2020,24.640406093338939,13.038315789473684,0.058721902037017708,gru03
16,9,2020,19.286270592974656,86.510276595744671,0.08803653699712817,gru04
17,9,2020,32.723840344770132,17.173017857142856,0.08647803586252864,gru01
17,9,2020,22.270810448835729,75.890449999999987,0.0913188238695517,gru02
17,9,2020,29.309857948093835,23.013142857142864,0.093431747923715669,gru03
17,9,2020,22.860073317883309,75.7936458333333,0.11289692714828539,gru04
18,9,2020,32.955468006864869,15.105645833333334,0.073517548836874239,gru01
18,9,2020,25.380462999280017,69.2400512820513,0.0721777368548275,gru02
18,9,2020,26.392821296272263,12.941729729729726,0.07890610323625552,gru03
18,9,2020,25.666581865086357,64.596866666666671,0.075144315103910272,gru04
19,9,2020,32.408820099076976,12.734583333333335,0.0745932234192909,gru01
19,9,2020,19.1154847849107,77.474391304347833,0.12392993870352913,gru02
19,9,2020,32.170250624567359,12.599909090909094,0.11454298252746449,gru03
19,9,2020,21.687464159294283,72.4411052631579,0.12252861132220146,gru04
20,9,2020,21.879933372040338,14.212595238095238,0.08369229853162502,gru01
20,9,2020,13.050108756966715,67.857047619047634,0.13256230488240175,gru02
20,9,2020,19.236289281180326,12.245999999999999,0.086494536894044641,gru03
20,9,2020,13.695417979837597,80.869595238095243,0.11231596519188353,gru04
21,9,2020,38.0497479176455,13.768939393939393,0.043700679330947761,gru01
21,9,2020,23.611429278226957,63.557486486486489,0.083522195751730269,gru02
21,9,2020,36.517370026425084,12.960639999999998,0.032278632360980185,gru03
21,9,2020,22.311077070393512,77.093916666666658,0.075264045879673752,gru04
22,9,2020,20.822566151992675,17.827136363636363,0.052463940717996024,gru01
22,9,2020,14.805035731729866,85.731888888888889,0.06263130879592356,gru02
22,9,2020,24.938836121700426,15.561411764705884,0.058257972133930434,gru03
22,9,2020,17.518836785029269,78.2708536585366,0.067165337843653389,gru04
23,9,2020,37.601034989752286,15.394387755102041,0.064051861986193934,gru01
23,9,2020,15.141014543318583,128.40890322580645,0.066786491363788919,gru02
23,9,2020,33.938221078141559,32.563236842105262,0.045531527692845165,gru03
23,9,2020,15.221098542387416,82.806583333333307,0.074119316856670989,gru04
24,9,2020,28.382295597243289,18.525472222222223,0.03980880389087179,gru01
24,9,2020,25.170771031224486,106.34723684210527,0.091884907124136217,gru02
24,9,2020,28.0911294841597,27.837806451612902,0.034818470985763253,gru03
24,9,2020,27.198330853910242,113.91504651162791,0.1178416457896749,gru04
25,9,2020,19.679766519514885,16.27773333333333,0.030518206725693262,gru01
25,9,2020,15.470029404239339,152.13975000000002,0.070401279773115666,gru02
25,9,2020,28.237886645027608,15.165333333333335,0.03498708992371604,gru03
25,9,2020,18.692155030770689,75.648548387096781,0.045531153871513047,gru04
26,9,2020,35.526451324116827,17.423857142857141,0.076438443834666539,gru01
26,9,2020,24.443714795081654,87.294875,0.080401575275888718,gru02
26,9,2020,40.702890162614246,34.725428571428566,0.058877165879213489,gru03
26,9,2020,17.56512060783238,83.660161290322577,0.087801633886710015,gru04
27,9,2020,22.698590795221943,15.511769230769232,0.050720052939557655,gru01
27,9,2020,19.329150789292289,69.975277777777777,0.052623512030601692,gru02
27,9,2020,25.5501245216796,24.106919999999995,0.0339668692867805,gru03
27,9,2020,20.09965012029781,90.363,0.039378069242579895,gru04
28,9,2020,30.264827860554444,13.678978260869565,0.07052614265632301,gru01
28,9,2020,27.384510528211262,74.0316304347826,0.08198857680027713,gru02
28,9,2020,25.829824674289032,115.40960465116279,0.061856672534057175,gru03
28,9,2020,18.3232842841237,70.278900000000021,0.099598216049216426,gru04
29,9,2020,31.798230501813556,13.090600000000002,0.058745093795369255,gru01
29,9,2020,17.374339055199922,86.529809523809533,0.086669982814179022,gru02
29,9,2020,29.130514885039851,15.350684210526317,0.062435957768157142,gru03
29,9,2020,19.976659389243761,54.621814814814819,0.075534178791618528,gru04
30,9,2020,38.639868475173408,12.32278260869565,0.044346387259321308,gru01
30,9,2020,27.321290093032658,99.1383913043478,0.12348704117331251,gru02
30,9,2020,23.945721415452233,14.039965517241379,0.059258601083048923,gru03
30,9,2020,21.482184654699683,88.610370370370376,0.12118710325735053,gru04
1,10,2020,28.545330079987774,17.351138888888887,0.051433474804017373,gru01
1,10,2020,16.154418037484582,92.31617857142858,0.0582106122134312,gru02
1,10,2020,30.345551506070795,16.127407407407407,0.029479547627657313,gru03
1,10,2020,25.394208054929283,70.71996875,0.076637876460299556,gru04
2,10,2020,38.70538069381184,22.731275862068966,0.053544943870093918,gru01
2,10,2020,30.083106973661529,93.932962962962947,0.052855510685772759,gru02
2,10,2020,33.162753399508333,14.977678571428569,0.052737697686118683,gru03
2,10,2020,27.133187529198409,74.122863636363618,0.055969187815925941,gru04
3,10,2020,29.810098946020055,12.436095238095239,0.056557368044705549,gru01
3,10,2020,22.932173821942907,132.15852380952379,0.081816363763937652,gru02
3,10,2020,38.753054787290736,14.292,0.074005807463826567,gru03
3,10,2020,20.045109059805348,88.390200000000007,0.099585744804194992,gru04
4,10,2020,21.715207942451951,12.097115384615387,0.0992538381075826,gru01
4,10,2020,16.216002105818351,75.9721111111111,0.13838831944648938,gru02
4,10,2020,23.818763643827065,17.714407407407403,0.10128514795976735,gru03
4,10,2020,15.683507427058213,92.477958333333333,0.12279424822218608,gru04
5,10,2020,26.750677856473303,14.022448275862072,0.068187208638729388,gru01
5,10,2020,20.791398910393308,64.015869565217386,0.073713151525634416,gru02
5,10,2020,31.194798766515376,18.759148148148153,0.067242933559250526,gru03
5,10,2020,20.417497452914496,87.252419354838736,0.077086337994597881,gru04
6,10,2020,33.926520153498245,12.962288888888887,0.10011227897636699,gru01
6,10,2020,20.608774018402585,102.28961363636365,0.13104333205084764,gru02
6,10,2020,31.532055947861114,12.825272727272727,0.093367795259001338,gru03
6,10,2020,19.593478838236532,95.45114285714287,0.11952506457127801,gru04
7,10,2020,31.866460712826058,13.337564102564103,0.073228786571014018,gru01
7,10,2020,19.13357298947966,71.741880952380967,0.0836940355996884,gru02
7,10,2020,21.948046428789677,14.336264705882352,0.10211381297280654,gru03
7,10,2020,15.608678092897547,68.827093749999989,0.088784438913987823,gru04
8,10,2020,27.569826949715317,13.024346153846157,0.0722327651533507,gru01
8,10,2020,20.218123887386241,67.329297297297273,0.070337091252649878,gru02
8,10,2020,24.303690964693107,15.377531249999999,0.085879593319377737,gru03
8,10,2020,24.32316942693722,54.555321428571439,0.07252987186283634,gru04
9,10,2020,40.519927766083995,16.280739130434785,0.051821334479851343,gru01
9,10,2020,28.854158024254655,63.768897959183661,0.079603190454823114,gru02
9,10,2020,38.8978856407122,44.84356249999999,0.063044168375422,gru03
9,10,2020,28.719372520513954,70.56041176470589,0.078856942773383149,gru04
10,10,2020,27.227739321298042,16.517485714285709,0.10372929767989866,gru01
10,10,2020,23.128233052394247,65.7778888888889,0.126693805677814,gru02
10,10,2020,36.280534391432468,13.436906249999996,0.11005133569013614,gru03
10,10,2020,18.902777318962031,72.945677419354837,0.10748797119884294,gru04
11,10,2020,21.793920651447163,16.086705882352941,0.080871905452013809,gru01
11,10,2020,24.884573048009187,88.6940625,0.07737236645680369,gru02
11,10,2020,25.424993366188357,33.627823529411778,0.0545908637462714,gru03
11,10,2020,13.313639092530718,85.256666666666661,0.054730480221579662,gru04
12,10,2020,33.617456607969267,18.916900000000002,0.0754733493720811,gru01
12,10,2020,18.582431656681525,115.41783870967743,0.064442639513376185,gru02
12,10,2020,25.969839450099638,40.16528,0.086045698117607788,gru03
