date,TestDay,TestMonth,TestYear,DailyMedianMeanThroughputMbps,DailyMedianLossRate,DailyMedianMinRTTDay,ServerSite,rownumber
2020-07-27,27,7,2020,23.684105506029805,0.0022001924260702669,13.445,gru02,1
2020-07-27,27,7,2020,20.835881064719143,0.0,22.848,gru03,1
2020-07-27,27,7,2020,2.1876364060488145,0.079730709476954945,14.084,gru04,1
2020-07-28,28,7,2020,0.22884135539111089,0.051879571355672734,202.0,gru01,1
2020-07-28,28,7,2020,13.841859580566505,0.044388245914423884,17.472,gru02,1
2020-07-28,28,7,2020,26.123300693439518,0.014921116310662307,13.725000000000001,gru03,1
2020-07-28,28,7,2020,28.877677127470061,0.10383293486296533,15.717,gru04,1
2020-07-28,28,7,2020,3.6703290679759624,0.0839670772264651,347.6855,nbo01,1
2020-07-29,29,7,2020,18.840657153170419,0.034569921421854249,15.327000000000002,gru01,1
2020-07-29,29,7,2020,24.51858888846667,0.007687156419636916,11.409,gru02,1
2020-07-29,29,7,2020,30.953920029848589,0.033890853696842062,12.309,gru03,1
2020-07-29,29,7,2020,15.208747517296178,0.018287407548690113,15.289,gru04,1
2020-07-30,30,7,2020,28.602448997776175,0.028656653632000331,12.905999999999999,gru01,1
2020-07-30,30,7,2020,33.146456318742665,0.019343707799593598,11.869,gru02,1
2020-07-30,30,7,2020,23.0720588541175,0.032032855610045013,12.375,gru03,1
2020-07-30,30,7,2020,17.003979320610334,0.040482232197551704,14.0,gru04,1
2020-07-30,30,7,2020,5.2643725073215926,0.15875890129362263,347.9145,nbo01,1
2020-07-31,31,7,2020,25.220858888343557,0.042103279372220005,13.758,gru01,1
2020-07-31,31,7,2020,26.332865582617259,0.025192433710252739,15.353000000000002,gru02,1
2020-07-31,31,7,2020,23.46649628588294,0.032936525767727917,12.767,gru03,1
2020-07-31,31,7,2020,35.613080944854275,0.027486514075644407,14.329,gru04,1
2020-07-31,31,7,2020,1.5581149099939426,0.11049326173183992,347.279,nbo01,1
2020-08-01,1,8,2020,23.369916056749283,0.037753205218834442,13.3305,gru01,1
2020-08-01,1,8,2020,34.765981248632585,0.060300600617338017,12.065,gru02,1
2020-08-01,1,8,2020,20.590208551492672,0.0059001690388510546,14.89,gru03,1
2020-08-01,1,8,2020,49.332552033175354,0.015322951847205956,12.65,gru04,1
2020-08-01,1,8,2020,7.9542848016671481,0.24472154629685561,346.41,nbo01,1
2020-08-02,2,8,2020,29.470645082283969,0.030005512684162634,14.9885,gru01,1
2020-08-02,2,8,2020,17.717737878037102,0.028726819777407951,12.875,gru02,1
2020-08-02,2,8,2020,31.227572369347619,0.052156818460313434,12.3545,gru03,1
2020-08-02,2,8,2020,19.36502083377351,0.039311319446023167,15.0,gru04,1
2020-08-02,2,8,2020,0.6017369976635728,0.001750617865128869,348.938,nbo01,1
2020-08-03,3,8,2020,53.801100468744835,0.055606749592881227,13.3,gru01,1
2020-08-03,3,8,2020,44.79122756912561,0.026020602128130097,11.231,gru02,1
2020-08-03,3,8,2020,55.787777586086875,0.01081778844405658,11.172,gru03,1
2020-08-03,3,8,2020,11.34161046866989,0.019888118074863653,14.943000000000001,gru04,1
2020-08-04,4,8,2020,44.969030280615989,0.04351631543554281,14.975,gru01,1
2020-08-04,4,8,2020,16.347591662269597,0.0237133434074399,13.69,gru02,1
2020-08-04,4,8,2020,20.84398098811246,0.018893799080675108,14.563,gru03,1
2020-08-04,4,8,2020,29.178954050472193,0.042177510685874241,15.256,gru04,1
2020-08-04,4,8,2020,4.2883045852182384,0.00028105167193540965,360.7605,nbo01,1
2020-08-05,5,8,2020,54.016012211208547,0.070778148153489956,13.376,gru01,1
2020-08-05,5,8,2020,53.982593140995554,0.0955979387772519,14.649,gru02,1
2020-08-05,5,8,2020,53.35995665591954,0.037959475000774942,12.268,gru03,1
2020-08-05,5,8,2020,37.579409410179792,0.056502038973593988,14.0745,gru04,1
2020-08-05,5,8,2020,0.25612644581010707,0.016315986267378225,350.511,nbo01,1
2020-08-06,6,8,2020,39.4219984159334,0.079888146975857555,14.000499999999999,gru01,1
2020-08-06,6,8,2020,44.119364608166862,0.024818720934420474,12.306,gru02,1
2020-08-06,6,8,2020,36.421948571665261,0.030169388392311668,12.4235,gru03,1
2020-08-06,6,8,2020,38.129713496697818,0.00093320195724155375,14.069,gru04,1
2020-08-07,7,8,2020,30.0860233236911,0.010572906013638108,12.504999999999999,gru01,1
2020-08-07,7,8,2020,36.715187199702555,0.080677412255178035,16.0,gru02,1
2020-08-07,7,8,2020,38.155153181243364,0.019488486264987049,15.966,gru03,1
2020-08-07,7,8,2020,31.327549737639835,0.038779581494429942,15.18,gru04,1
2020-08-08,8,8,2020,30.784823045835907,0.06546712277594198,12.056999999999999,gru01,1
2020-08-08,8,8,2020,11.339243019940243,0.037320553870947223,18.0,gru02,1
2020-08-08,8,8,2020,31.333962532452453,0.06083114652959222,15.046,gru03,1
2020-08-08,8,8,2020,20.052248925473315,0.026373360385769574,14.061,gru04,1
2020-08-09,9,8,2020,30.030464046225973,0.027501494415374642,12.0,gru01,1
2020-08-09,9,8,2020,23.158371453659871,0.02911332618742829,17.100499999999997,gru02,1
2020-08-09,9,8,2020,17.751672297590183,0.056060554594360504,15.4335,gru03,1
2020-08-09,9,8,2020,29.08094993995315,0.053431571704667551,12.725,gru04,1
2020-08-10,10,8,2020,26.506189969732624,0.049644935386694129,14.067,gru01,1
2020-08-10,10,8,2020,25.427804624804125,0.033594398110175033,15.24,gru02,1
2020-08-10,10,8,2020,21.078678862196309,0.053262862131885733,15.2515,gru03,1
2020-08-10,10,8,2020,23.220387629123255,0.010395838669846025,13.999,gru04,1
2020-08-11,11,8,2020,31.286578424493698,0.033185411513652459,13.315,gru01,1
2020-08-11,11,8,2020,19.989764547946343,0.0095068770428761024,15.151,gru02,1
2020-08-11,11,8,2020,24.232930315616372,0.013522670222097934,15.5115,gru03,1
2020-08-11,11,8,2020,26.496603069359431,0.030065127390750887,13.7865,gru04,1
2020-08-12,12,8,2020,13.907657313481003,0.02367945214798637,15.757,gru01,1
2020-08-12,12,8,2020,23.549234022317833,0.03591841007332864,17.0,gru02,1
2020-08-12,12,8,2020,16.450270288972902,0.024626383169299128,16.527,gru03,1
2020-08-12,12,8,2020,37.951651424174287,0.0019987376132338305,12.172,gru04,1
2020-08-13,13,8,2020,21.137564565623713,0.026085813433851905,17.287,gru01,1
2020-08-13,13,8,2020,21.563326797107724,0.009434424074994386,15.95,gru02,1
2020-08-13,13,8,2020,25.837763823108958,0.032093200591208126,14.0885,gru03,1
2020-08-13,13,8,2020,17.349896893287486,0.0188833351541218,14.464,gru04,1
2020-08-14,14,8,2020,39.696623164547276,0.01309797793471899,22.6695,fln01,1
2020-08-14,14,8,2020,30.281337477933903,0.059433372268616946,16.77,gru01,1
2020-08-14,14,8,2020,24.137768112104389,0.053442888743140904,15.306,gru02,1
2020-08-14,14,8,2020,13.983151301092194,0.050979452826208,25.644,gru03,1
2020-08-14,14,8,2020,28.621900221563013,0.039194490306943275,13.8,gru04,1
2020-08-14,14,8,2020,9.273059610229474,0.047489118349479227,347.0,nbo01,1
2020-08-15,15,8,2020,18.799459410074718,0.078899846451738975,159.873,gru01,1
2020-08-15,15,8,2020,22.794165009426912,0.021233228133764555,13.459,gru02,1
2020-08-15,15,8,2020,22.468273323479245,0.011291372839706899,121.4215,gru03,1
2020-08-15,15,8,2020,19.493373483373308,0.047453559505762376,16.0,gru04,1
2020-08-16,16,8,2020,23.879037654578969,0.07889159534278499,15.501,gru01,1
2020-08-16,16,8,2020,25.483869670977466,0.08802540620513423,13.842,gru02,1
2020-08-16,16,8,2020,14.609854837506507,0.020677353805777468,15.0,gru03,1
2020-08-16,16,8,2020,33.569029239031,0.073190526891196567,12.5045,gru04,1
2020-08-16,16,8,2020,9.4832992084493277,0.23723991719177862,348.245,nbo01,1
2020-08-17,17,8,2020,17.531839149118905,0.063943405938179293,200.052,gru01,1
2020-08-17,17,8,2020,21.794946055883003,0.066336304177530364,14.0,gru02,1
2020-08-17,17,8,2020,13.736889927104851,0.0705198256636911,16.372999999999998,gru03,1
2020-08-17,17,8,2020,17.597058367241154,0.01258027000952372,13.0345,gru04,1
2020-08-17,17,8,2020,9.025780372751889,0.27129505434295548,348.2185,nbo01,1
2020-08-18,18,8,2020,2.7944171464688043,0.044465817847107743,17.1385,gru01,1
2020-08-18,18,8,2020,18.782834468142852,0.041728144349420779,14.189,gru02,1
2020-08-18,18,8,2020,14.696565104758561,0.03245017290558045,197.0,gru03,1
2020-08-18,18,8,2020,20.940302579731647,0.031422265049714154,13.8285,gru04,1
2020-08-18,18,8,2020,12.191511504187384,0.18870848213018643,349.279,nbo01,1
2020-08-19,19,8,2020,14.104895976352712,0.047277761815505581,15.98,gru01,1
2020-08-19,19,8,2020,20.335089372514211,0.030585434597135225,11.6735,gru02,1
2020-08-19,19,8,2020,18.623767298814968,0.045901726237164625,14.0,gru03,1
2020-08-19,19,8,2020,23.593578639293391,0.054793667657027548,13.284,gru04,1
2020-08-19,19,8,2020,10.20300184248314,0.051827037314227,442.75849999999997,nbo01,1
2020-08-20,20,8,2020,7.3944381001846207,0.088393876118927045,23.1455,gru01,1
2020-08-20,20,8,2020,19.864216289285597,0.026914914152711716,14.0415,gru02,1
2020-08-20,20,8,2020,7.4153681545458072,0.028626798882791793,15.673,gru03,1
2020-08-20,20,8,2020,20.544007583988623,0.045091960075849716,13.502,gru04,1
2020-08-20,20,8,2020,15.848780553599768,0.099823075349108364,349.041,nbo01,1
2020-08-21,21,8,2020,23.370578864143361,0.047232063937118957,16.856,gru01,1
2020-08-21,21,8,2020,30.236623628691891,0.043642831970622173,15.280999999999999,gru02,1
2020-08-21,21,8,2020,22.483049546641865,0.028282127555300574,117.228,gru03,1
2020-08-21,21,8,2020,39.534103244734631,0.053014883844237068,13.674,gru04,1
2020-08-21,21,8,2020,7.0028217591942159,0.011946669136962948,348.634,nbo01,1
2020-08-22,22,8,2020,20.668333280088575,0.028122620541319823,25.061999999999998,gru01,1
2020-08-22,22,8,2020,29.672238726448811,0.017494884913765066,14.619,gru02,1
2020-08-22,22,8,2020,13.752553783641378,0.014351608488004736,117.1345,gru03,1
2020-08-22,22,8,2020,30.846360677780314,0.01337937899183827,12.611,gru04,1
2020-08-22,22,8,2020,0.86734655829409169,0.1116155010130543,422.506,los02,1
2020-08-23,23,8,2020,24.227503068791734,0.044697874222544384,116.69550000000001,gru01,1
2020-08-23,23,8,2020,32.437883752527604,0.036411359075920455,15.177,gru02,1
2020-08-23,23,8,2020,32.900733320635553,0.055703922650957846,116.3245,gru03,1
2020-08-23,23,8,2020,29.859391465889782,0.023107506358049708,12.727,gru04,1
2020-08-23,23,8,2020,0.56454215552721076,0.0030789269813930858,355.86350000000004,los02,1
2020-08-24,24,8,2020,17.820903301625282,0.035385598992135225,117.903,gru01,1
2020-08-24,24,8,2020,33.865168232590925,0.009586653518356204,12.220500000000001,gru02,1
2020-08-24,24,8,2020,21.59031106973622,0.048429556163846234,17.0,gru03,1
2020-08-24,24,8,2020,31.538117914324484,0.020357344232946512,13.041,gru04,1
2020-08-24,24,8,2020,7.1005116803301433,0.008096434077956554,341.83299999999997,los02,1
2020-08-25,25,8,2020,16.189660046751072,0.030155394059284305,16.307000000000002,gru01,1
2020-08-25,25,8,2020,30.442630126214521,0.026370448055911742,15.226,gru02,1
2020-08-25,25,8,2020,35.823775926157772,0.05126042007406844,118.262,gru03,1
2020-08-25,25,8,2020,25.222460040718978,0.038129922750289549,12.997499999999999,gru04,1
2020-08-26,26,8,2020,25.156924932970778,0.019293178677349729,118.353,gru01,1
2020-08-26,26,8,2020,27.835356871541766,0.036701226831917906,16.617,gru02,1
2020-08-26,26,8,2020,23.928261039219933,0.029721091655153551,118.271,gru03,1
2020-08-26,26,8,2020,30.641216778251234,0.034018479905213471,13.489,gru04,1
2020-08-27,27,8,2020,28.114842967564496,0.07464628623097605,118.327,gru01,1
2020-08-27,27,8,2020,37.703525844174514,0.022242705736036518,14.558499999999999,gru02,1
2020-08-27,27,8,2020,34.173542180906217,0.066734097360821268,19.3495,gru03,1
2020-08-27,27,8,2020,23.546200642235885,0.025304493198461359,14.186,gru04,1
2020-08-28,28,8,2020,21.386992549834822,0.070312270296372992,116.5975,gru01,1
2020-08-28,28,8,2020,39.158225709290193,0.031479907230703284,12.206,gru02,1
2020-08-28,28,8,2020,15.910264421757217,0.065943182918664925,119.585,gru03,1
2020-08-28,28,8,2020,38.330853756145444,0.028294400718459473,13.143,gru04,1
2020-08-29,29,8,2020,18.915390576117911,0.0726678696742975,118.0575,gru01,1
2020-08-29,29,8,2020,20.548938131153989,0.019877397354589488,13.518,gru02,1
2020-08-29,29,8,2020,24.458518298568208,0.057718234529256104,119.887,gru03,1
2020-08-29,29,8,2020,27.505718937633411,0.014035938344368939,13.2805,gru04,1
2020-08-30,30,8,2020,15.662281976102509,0.025559055705036034,116.723,gru01,1
2020-08-30,30,8,2020,23.717835408341028,0.027966658108934388,13.066,gru02,1
2020-08-30,30,8,2020,18.456317979962513,0.039995816106015276,117.20349999999999,gru03,1
2020-08-30,30,8,2020,21.518198888029897,0.020254670022710423,13.966,gru04,1
2020-08-31,31,8,2020,16.227465857992541,0.04019609793548707,67.3095,gru01,1
2020-08-31,31,8,2020,29.679273725481139,0.012535685687038379,13.261,gru02,1
2020-08-31,31,8,2020,18.006855973094378,0.018172579729204649,118.717,gru03,1
2020-08-31,31,8,2020,19.639392893169486,0.011893663541452973,13.462,gru04,1
2020-09-01,1,9,2020,24.769065016544886,0.016180235347210057,45.731,gru01,1
2020-09-01,1,9,2020,31.374356285170695,0.020819316439383347,12.928,gru02,1
2020-09-01,1,9,2020,28.341707835989258,0.013048924639254198,11.93,gru03,1
2020-09-01,1,9,2020,29.894854050072411,0.0065459217962631072,13.142,gru04,1
2020-09-02,2,9,2020,24.432721333099487,0.035583396454837518,39.8785,gru01,1
2020-09-02,2,9,2020,22.089258689561365,0.0419820366040932,14.083,gru02,1
2020-09-02,2,9,2020,18.068460607754169,0.02356496990262176,56.222,gru03,1
2020-09-02,2,9,2020,34.56841737224822,0.024884910612800844,14.1745,gru04,1
2020-09-03,3,9,2020,18.363185646100408,0.095667961121985931,85.374,gru01,1
2020-09-03,3,9,2020,21.160110708257285,0.038298176280166504,12.0105,gru02,1
2020-09-03,3,9,2020,16.938859029397015,0.016798184533619268,118.19649999999999,gru03,1
2020-09-03,3,9,2020,28.90546177094151,0.03931686304179479,13.152,gru04,1
2020-09-04,4,9,2020,21.733550687549432,0.089659140221118955,145.39,gru01,1
2020-09-04,4,9,2020,24.030063029981125,0.0180079441388613,15.027000000000001,gru02,1
2020-09-04,4,9,2020,22.820244205634051,0.051776867277615268,11.178,gru03,1
2020-09-04,4,9,2020,28.727520731339993,0.032076097515370217,14.048,gru04,1
2020-09-05,5,9,2020,26.120509865450774,0.027305583469967032,144.71,gru01,1
2020-09-05,5,9,2020,32.6905004690378,0.014274960673488624,16.147,gru02,1
2020-09-05,5,9,2020,29.395452610026478,0.01212366928366093,14.345,gru03,1
2020-09-05,5,9,2020,21.961447394044033,0.03389726587677229,14.138,gru04,1
2020-09-06,6,9,2020,12.240083578366541,0.011044338847555773,144.69650000000001,gru01,1
2020-09-06,6,9,2020,12.730386156676277,0.035766051460761041,15.3925,gru02,1
2020-09-06,6,9,2020,11.389996909650669,0.0053434536078134373,14.0,gru03,1
2020-09-06,6,9,2020,31.156131112076181,0.045100243960361837,14.31,gru04,1
2020-09-07,7,9,2020,17.933724724732269,0.040074045822829557,145.66,gru01,1
2020-09-07,7,9,2020,24.276467747666089,0.027207139121273469,16.525,gru02,1
2020-09-07,7,9,2020,15.483178315481627,0.0400723481771673,118.87049999999999,gru03,1
2020-09-07,7,9,2020,18.681076449466161,0.021392403282303112,15.652,gru04,1
2020-09-08,8,9,2020,10.731815954763519,0.038222856162779137,145.708,gru01,1
2020-09-08,8,9,2020,24.310314773916158,0.025724647838117037,15.604,gru02,1
2020-09-08,8,9,2020,18.855791229089458,0.0597831902516147,118.698,gru03,1
2020-09-08,8,9,2020,24.18160643818463,0.0039449030629444088,15.68,gru04,1
2020-09-09,9,9,2020,30.164181331919771,0.023489750336888996,14.834,gru01,1
2020-09-09,9,9,2020,34.342927343204195,0.020237649546145816,15.2745,gru02,1
2020-09-09,9,9,2020,22.316338945306335,0.015448399904477786,12.378499999999999,gru03,1
2020-09-09,9,9,2020,39.392515828331994,0.019334497600929756,14.2545,gru04,1
2020-09-10,10,9,2020,26.643574230759345,0.036704468059109013,13.526499999999999,gru01,1
2020-09-10,10,9,2020,30.328046470054829,0.034699021322023044,14.952,gru02,1
2020-09-10,10,9,2020,31.885096744594911,0.03095465312330992,12.578,gru03,1
2020-09-10,10,9,2020,26.735321449192107,0.015182806852687702,14.611,gru04,1
2020-09-11,11,9,2020,22.552741979770857,0.01970869610400821,13.6155,gru01,1
2020-09-11,11,9,2020,26.670421228205612,0.022495188481503336,13.9,gru02,1
2020-09-11,11,9,2020,30.165550173863025,0.053289802181656881,12.8605,gru03,1
2020-09-11,11,9,2020,29.141060897671132,0.031975897211890474,13.0765,gru04,1
2020-09-12,12,9,2020,26.465609957887942,0.044893248192254723,14.5975,gru01,1
2020-09-12,12,9,2020,23.563391049407215,0.038537820406422167,13.799,gru02,1
2020-09-12,12,9,2020,19.79002766088659,0.012047394668099839,12.699,gru03,1
2020-09-12,12,9,2020,18.236275328660135,0.030838162225754372,13.909,gru04,1
2020-09-13,13,9,2020,26.30278717517843,0.010750902777197096,115.0,gru01,1
2020-09-13,13,9,2020,33.5492794061134,0.0046278050441351049,14.908,gru02,1
2020-09-13,13,9,2020,31.344361301010483,0.01024029352721597,13.206,gru03,1
2020-09-13,13,9,2020,24.718601906516568,0.030035817726078395,15.161,gru04,1
2020-09-14,14,9,2020,32.737859611125721,0.044498672626764754,12.286000000000001,gru01,1
2020-09-14,14,9,2020,37.729271182091544,0.023151012719915456,14.747,gru02,1
2020-09-14,14,9,2020,29.695363836172021,0.016702697466469262,12.432,gru03,1
2020-09-14,14,9,2020,31.941006195617362,0.033794235940883884,13.918,gru04,1
2020-09-15,15,9,2020,30.418295450751685,0.012260808339678079,12.4765,gru01,1
2020-09-15,15,9,2020,14.306852906275639,0.036161746268816131,127.3015,gru02,1
2020-09-15,15,9,2020,30.95635261566855,0.013904921113052977,13.9165,gru03,1
2020-09-15,15,9,2020,13.185818902084691,0.033040135550738231,122.0455,gru04,1
2020-09-16,16,9,2020,23.096524681134184,0.029923552264993106,12.402,gru01,1
2020-09-16,16,9,2020,15.457695753001595,0.072731132744383281,126.96950000000001,gru02,1
2020-09-16,16,9,2020,23.460131648126374,0.021740215547911442,12.6935,gru03,1
2020-09-16,16,9,2020,14.529550599527962,0.054285626365599367,123.894,gru04,1
2020-09-17,17,9,2020,31.885518297346493,0.059957229784099883,13.688500000000001,gru01,1
2020-09-17,17,9,2020,18.267568711292228,0.038532113684999474,126.0395,gru02,1
2020-09-17,17,9,2020,25.664847462764644,0.056837346114108608,13.8855,gru03,1
2020-09-17,17,9,2020,16.645702041686903,0.073737566898051748,123.2125,gru04,1
2020-09-18,18,9,2020,32.611279072905134,0.034029296322581795,12.478,gru01,1
2020-09-18,18,9,2020,15.651257080821456,0.021339045953348883,18.876,gru02,1
2020-09-18,18,9,2020,26.222721152761544,0.055472838084647792,13.395,gru03,1
2020-09-18,18,9,2020,25.551640877827605,0.051237793958882415,17.301,gru04,1
2020-09-19,19,9,2020,24.183188782271259,0.014316675663352346,12.184999999999999,gru01,1
2020-09-19,19,9,2020,19.610264255141569,0.073165041957115234,127.042,gru02,1
2020-09-19,19,9,2020,26.422830501128153,0.077336323582170532,12.2975,gru03,1
2020-09-19,19,9,2020,14.959298036213928,0.072489874049685182,120.676,gru04,1
2020-09-20,20,9,2020,17.438256260525044,0.050485410333578618,14.277999999999999,gru01,1
2020-09-20,20,9,2020,9.0317467272017176,0.069510320171228351,14.7865,gru02,1
2020-09-20,20,9,2020,13.670813885114541,0.015816320865836286,12.303,gru03,1
2020-09-20,20,9,2020,12.332565409250327,0.051837208683811212,123.0915,gru04,1
2020-09-21,21,9,2020,39.898427668971635,0.013190791417804049,13.214,gru01,1
2020-09-21,21,9,2020,23.154080917243636,0.042146637216466179,16.0,gru02,1
2020-09-21,21,9,2020,35.639506982128921,0.021161738924381633,12.909,gru03,1
2020-09-21,21,9,2020,13.306049177123953,0.025619357590050448,122.4145,gru04,1
2020-09-22,22,9,2020,12.668922040317963,0.037350248525909818,12.593499999999999,gru01,1
2020-09-22,22,9,2020,7.9252341005431663,0.02191732297603672,126.8005,gru02,1
2020-09-22,22,9,2020,16.099696878175816,0.015139902485256505,12.875,gru03,1
2020-09-22,22,9,2020,13.115320231310058,0.022407966914184212,123.792,gru04,1
2020-09-23,23,9,2020,29.884883090701457,0.033132709155020049,14.228,gru01,1
2020-09-23,23,9,2020,10.658722412692997,0.031828955491943992,131.618,gru02,1
2020-09-23,23,9,2020,21.955143401436573,0.02779606264358505,15.924,gru03,1
2020-09-23,23,9,2020,13.223292657445384,0.030484461921914188,123.299,gru04,1
2020-09-24,24,9,2020,26.780781105173354,0.024086974056535298,14.4385,gru01,1
2020-09-24,24,9,2020,13.889860961977854,0.043238814809986648,129.79149999999998,gru02,1
2020-09-24,24,9,2020,26.446439725391372,0.022520804979183261,16.53,gru03,1
2020-09-24,24,9,2020,26.492598436274562,0.09111210387560835,128.077,gru04,1
2020-09-25,25,9,2020,12.317925884821753,0.015505016939512419,15.317,gru01,1
2020-09-25,25,9,2020,10.677909448358056,0.039180660830064176,132.082,gru02,1
2020-09-25,25,9,2020,18.816484157917206,0.013720911308866643,15.4515,gru03,1
2020-09-25,25,9,2020,14.469129470970937,0.0089764609722242372,123.346,gru04,1
2020-09-26,26,9,2020,18.8779612921576,0.02312645852121429,14.978,gru01,1
2020-09-26,26,9,2020,10.109162774548874,0.051671676179847789,127.926,gru02,1
2020-09-26,26,9,2020,13.030430509188832,0.033727936194337158,15.596,gru03,1
2020-09-26,26,9,2020,12.299089526144904,0.032286737133258608,124.329,gru04,1
